subj_nr,group,subj_group,block,trial_nr,threat_cond,order,contr,active_contr,trials_total,contr_block_1,contr_1,contr_2,contr_3,svo_angle,alpha,svo_type,svoType_num,cluster_nr,freer,basSCR,absSCR,basHR,absHR,gender,age,field_study,exit_quest.1.player.alarmed_1,exit_quest.1.player.grieved_2,exit_quest.1.player.sympathetic_3,exit_quest.1.player.intrigued_4,exit_quest.1.player.softhearted_5,exit_quest.1.player.troubled_6,exit_quest.1.player.warm_7,exit_quest.1.player.heavy_hearted_8,exit_quest.1.player.distressed_9,exit_quest.1.player.low_spirited_10,exit_quest.1.player.self_confident_11,exit_quest.1.player.compassionate_12,exit_quest.1.player.upset_13,exit_quest.1.player.disturbed_14,exit_quest.1.player.tender_15,exit_quest.1.player.worried_16,exit_quest.1.player.moved_17,exit_quest.1.player.sorrowful_18,exit_quest.1.player.feeling_low_19,exit_quest.1.player.uneasy_20,empathic_concern_score,emotional_distress_score,shock_num,real,shock_intens,mild_intens,identity,confidentiality,observed,motivation,prior_experience,prior_knowledge,knowing_eachother
1,10,1,1,1,safe,1,1,1,1,NA,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,-0.4071698019,17.4800913,5.588466119,103.890846,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,1,mild,3,1,1,21,1,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,1.043173781,13.16321298,5.368561831,97.80844156,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,1,threat,2,1,1,11,1,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,3.812577419,16.06570642,-1.713261089,91.72924977,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,2,safe,1,1,1,2,NA,1,NA,NA,7.81529,0.13725,Individualist,1,3,0,4.033716789,21.92097789,1.422530564,99.68028687,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,2,mild,3,1,1,22,NA,1,NA,NA,7.81529,0.13725,Individualist,1,3,0,0.17873983,12.29877903,2.838406683,94.15318157,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,2,threat,2,1,1,12,NA,1,NA,NA,7.81529,0.13725,Individualist,1,3,0,4.229438903,16.4825679,4.925986492,96.47971077,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,3,safe,1,1,1,3,NA,1,1,NA,7.81529,0.13725,Individualist,1,3,0,-0.4601926264,17.42706847,-0.637835571,99.12558737,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,3,mild,3,1,1,23,NA,1,1,NA,7.81529,0.13725,Individualist,1,3,0,1.767639117,13.88767832,1.796103171,94.77575995,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,3,threat,2,2,1,13,NA,1,1,NA,7.81529,0.13725,Individualist,1,3,0,3.992068432,16.24519743,0.3541363538,93.52683516,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,4,safe,1,1,1,4,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-1.618854538,16.26840656,-2.261697132,96.89345856,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,4,mild,3,1,1,24,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,0.5041354077,12.62417461,-0.1989719913,92.63463809,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,4,threat,2,2,1,14,NA,2,1,1,7.81529,0.13725,Individualist,1,3,0,2.757995394,15.01112439,1.682649674,94.46259085,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,5,safe,1,1,1,5,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-3.098148547,14.78911255,0.9824982044,99.26650714,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,5,mild,3,1,1,25,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,1.457253525,13.57729272,2.817246984,95.71980439,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,5,threat,2,1,1,15,NA,2,2,1,7.81529,0.13725,Individualist,1,3,0,2.160698817,14.41382782,-3.905359884,88.70357584,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,6,safe,1,1,1,6,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-3.215018304,14.6722428,-2.518401473,96.72762582,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,6,mild,3,1,1,26,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,1.330547105,13.45058631,-3.193836983,91.2671714,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,6,threat,2,1,1,16,NA,1,2,2,7.81529,0.13725,Individualist,1,3,0,2.062149745,14.31527874,-0.07830545967,91.90809191,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,7,safe,1,0,1,7,NA,1,1,1,7.81529,0.13725,Individualist,1,3,1,-3.553172512,14.33408859,-5.413783196,94.16390062,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,7,mild,3,1,1,27,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,3.564972212,15.68501141,-2.437081772,91.18722187,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,7,threat,2,2,1,17,NA,1,1,2,7.81529,0.13725,Individualist,1,3,0,1.221494823,13.47462382,-0.3517629817,92.15932877,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,8,safe,1,2,1,8,NA,0,1,1,7.81529,0.13725,Individualist,1,3,0,-4.710969517,13.17629158,-2.277823462,95.59079552,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,8,mild,3,1,1,28,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,2.952538403,15.0725776,1.660242836,94.15200184,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,8,threat,2,2,1,18,NA,2,1,1,7.81529,0.13725,Individualist,1,3,0,0.912303097,13.1654321,0.4502649529,93.69984854,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,9,safe,1,0,1,9,NA,2,0,1,7.81529,0.13725,Individualist,1,3,1,-4.630084495,13.2571766,-4.101264475,94.24116256,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,9,mild,3,1,1,29,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,2.354321285,14.47436049,-4.028170345,91.57798723,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,9,threat,2,1,1,19,NA,2,2,1,7.81529,0.13725,Individualist,1,3,0,1.39062635,13.64375535,2.588339593,94.81047798,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,10,safe,1,1,1,10,NA,0,2,0,7.81529,0.13725,Individualist,1,3,0,-5.304402184,12.58285892,-5.891485666,94.14395129,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,10,mild,3,1,1,30,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,2.841334124,14.96137332,-0.1103959641,93.66457718,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,1,10,threat,2,1,1,20,NA,1,2,2,7.81529,0.13725,Individualist,1,3,0,0.541124495,12.7942535,1.115676725,93.69957564,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,1,safe,4,3,1,31,1,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,0.9482282016,14.0784689,1.761219923,92.39340205,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,1,mild,5,1,1,41,0,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,2.994627616,15.87935892,8.415876731,98.31896866,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,1,threat,6,3,1,51,1,NA,NA,NA,7.81529,0.13725,Individualist,1,3,0,-1.676024278,14.46985492,0.2738930162,86.70390189,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,2,safe,4,1,1,32,NA,3,NA,NA,7.81529,0.13725,Individualist,1,3,0,0.5210655767,13.65130628,-1.092182914,90.7697105,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,2,mild,5,3,1,42,NA,1,NA,NA,7.81529,0.13725,Individualist,1,3,0,1.84889395,14.73362525,-2.306699649,90.97957673,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,2,threat,6,1,1,52,NA,3,NA,NA,7.81529,0.13725,Individualist,1,3,0,-2.130938972,14.01494023,6.753913829,92.59120326,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,3,safe,4,1,1,33,NA,1,3,NA,7.81529,0.13725,Individualist,1,3,0,0.1023958193,13.23263652,3.633932912,93.3937857,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,3,mild,5,1,1,43,NA,3,1,NA,7.81529,0.13725,Individualist,1,3,0,2.95863589,15.84336719,0.802655547,93.03250862,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,3,threat,6,1,1,53,NA,1,3,NA,7.81529,0.13725,Individualist,1,3,0,-0.8297482442,15.31613096,3.19685744,87.40657838,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,4,safe,4,2,1,34,NA,1,1,3,7.81529,0.13725,Individualist,1,3,0,0.4871981017,13.6174388,4.842036484,94.94852973,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,4,mild,5,1,1,44,NA,1,3,1,7.81529,0.13725,Individualist,1,3,0,1.848854435,14.73358573,3.479465798,94.34260754,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,4,threat,6,2,1,54,NA,1,1,3,7.81529,0.13725,Individualist,1,3,0,-1.879406304,14.2664729,-1.695095451,86.9849045,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,5,safe,4,1,1,35,NA,2,1,1,7.81529,0.13725,Individualist,1,3,0,-0.5304115987,12.5998291,1.620704233,92.88054603,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,5,mild,5,3,1,45,NA,1,1,3,7.81529,0.13725,Individualist,1,3,0,-0.1516020561,12.73312924,-0.4184682195,92.32372978,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,5,threat,6,1,1,55,NA,2,1,1,7.81529,0.13725,Individualist,1,3,0,-3.444658087,12.70122111,1.815441172,88.275361,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,6,safe,4,1,1,36,NA,1,2,1,7.81529,0.13725,Individualist,1,3,0,-1.186228289,11.94401241,3.971765306,94.32397322,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,6,mild,5,1,1,46,NA,3,1,1,7.81529,0.13725,Individualist,1,3,0,0.2318782578,13.11660956,0.2413752006,92.60258458,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,6,threat,6,1,1,56,NA,1,2,1,7.81529,0.13725,Individualist,1,3,0,-4.222931411,11.92294779,0.267468851,88.31687793,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,7,safe,4,1,1,37,NA,1,1,2,7.81529,0.13725,Individualist,1,3,0,-1.166504323,11.96373638,-1.697064435,90.68685401,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,7,mild,5,2,1,47,NA,1,3,1,7.81529,0.13725,Individualist,1,3,0,0.5556746914,13.44040599,1.745139505,94.76627591,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,7,threat,6,1,1,57,NA,1,1,2,7.81529,0.13725,Individualist,1,3,0,-2.550936975,13.59494223,6.438257771,91.58432186,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,8,safe,4,1,1,38,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-0.5824371337,12.54780357,3.208237943,94.34761667,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,8,mild,5,1,1,48,NA,2,1,3,7.81529,0.13725,Individualist,1,3,0,0.1245234789,13.00925478,3.520404359,95.98524725,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,8,threat,6,1,1,58,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-2.102966361,14.04291284,12.12602136,96.50855851,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,9,safe,4,1,1,39,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,0.8306269177,13.96086762,-4.477334675,89.29166072,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,9,mild,5,2,1,49,NA,1,2,1,7.81529,0.13725,Individualist,1,3,0,-0.4629974912,12.42173381,4.389226697,94.89360652,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,9,threat,6,1,1,59,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-3.531343109,12.61453609,4.079347255,88.26306651,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,10,safe,4,0,1,40,NA,1,1,1,7.81529,0.13725,Individualist,1,3,1,1.187262296,14.317503,0.686207204,92.1953047,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,10,mild,5,1,1,50,NA,2,1,2,7.81529,0.13725,Individualist,1,3,0,-0.2128007722,12.67193053,-2.254566434,90.75858843,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
1,10,1,2,10,threat,6,1,1,60,NA,1,1,1,7.81529,0.13725,Individualist,1,3,0,-2.151287474,13.99459173,-1.221361607,84.67591459,1,22,Physics,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,18,5,4,2,5,5,3,NA,NA,NA,NA
2,10,2,1,1,safe,1,9,1,1,NA,NA,NA,NA,36.96429,0.75258,Prosocial,2,2,0,2.668975092,40.14795549,-0.9656289536,65.2330126,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,1,mild,3,0,1,21,0,NA,NA,NA,36.96429,0.75258,Prosocial,2,2,1,3.899180943,41.40340984,10.59152103,79.68444811,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,1,threat,2,9,1,11,9,NA,NA,NA,36.96429,0.75258,Prosocial,2,2,0,2.543274445,39.58788845,-2.032828526,68.57625794,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,2,safe,1,9,1,2,NA,9,NA,NA,36.96429,0.75258,Prosocial,2,2,0,2.163913466,39.64289387,3.589612874,69.15079281,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,2,mild,3,10,1,22,NA,0,NA,NA,36.96429,0.75258,Prosocial,2,2,0,2.441301057,39.94552996,-7.133011738,63.17366844,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,2,threat,2,9,1,12,NA,9,NA,NA,36.96429,0.75258,Prosocial,2,2,0,5.026100123,42.07071412,-5.954546503,64.67689614,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,3,safe,1,9,1,3,NA,9,9,NA,36.96429,0.75258,Prosocial,2,2,0,1.451142567,38.93012297,-0.06008441916,66.41745351,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,3,mild,3,9,1,23,NA,10,0,NA,36.96429,0.75258,Prosocial,2,2,0,0.177702769,37.68193167,-6.157900994,64.11811872,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,3,threat,2,9,1,13,NA,9,9,NA,36.96429,0.75258,Prosocial,2,2,0,3.237143204,40.2817572,-6.919410011,64.41646149,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,4,safe,1,6,1,4,NA,9,9,9,36.96429,0.75258,Prosocial,2,2,0,1.077372096,38.5563525,0.2401814853,66.24205834,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,4,mild,3,0,1,24,NA,9,10,0,36.96429,0.75258,Prosocial,2,2,1,-0.622525191,36.88170371,-4.992887829,65.86516931,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,4,threat,2,9,1,14,NA,9,9,9,36.96429,0.75258,Prosocial,2,2,0,0.4453225193,37.48993652,-6.590597537,64.39966422,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,5,safe,1,6,1,5,NA,6,9,9,36.96429,0.75258,Prosocial,2,2,0,-0.07295657689,37.40602382,-0.7932458396,65.60957839,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,5,mild,3,10,1,25,NA,0,9,10,36.96429,0.75258,Prosocial,2,2,0,-0.8502892424,36.65393966,-3.341063934,67.24967749,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,5,threat,2,9,1,15,NA,9,9,9,36.96429,0.75258,Prosocial,2,2,0,5.078938639,42.12355264,1.439675214,70.33792772,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,6,safe,1,0,1,6,NA,6,6,9,36.96429,0.75258,Prosocial,2,2,1,2.064390356,39.54337076,0.5497310338,66.09806674,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,6,mild,3,10,1,26,NA,10,0,9,36.96429,0.75258,Prosocial,2,2,0,-1.983999513,35.52022939,-3.428240677,66.4021665,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,6,threat,2,0,1,16,NA,9,9,9,36.96429,0.75258,Prosocial,2,2,1,1.449505544,38.49411954,-6.770286295,63.80748274,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,7,safe,1,9,1,7,NA,0,6,6,36.96429,0.75258,Prosocial,2,2,0,-0.1310913843,37.34788902,1.087243558,66.96739446,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,7,mild,3,0,1,27,NA,10,10,0,36.96429,0.75258,Prosocial,2,2,1,-2.567291953,34.93693695,-3.869609528,66.64665527,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,7,threat,2,9,1,17,NA,0,9,9,36.96429,0.75258,Prosocial,2,2,0,2.161786143,39.20640014,-1.513297142,67.45800219,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,8,safe,1,9,1,8,NA,9,0,6,36.96429,0.75258,Prosocial,2,2,0,0.606859115,38.08583951,0.4257461579,66.17978795,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,8,mild,3,9,1,28,NA,0,10,10,36.96429,0.75258,Prosocial,2,2,0,-1.718703936,35.78552496,1.468679848,70.43999479,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,8,threat,2,0,1,18,NA,9,0,9,36.96429,0.75258,Prosocial,2,2,1,-0.3318171384,36.71279686,-1.060604989,68.13186813,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
2,10,2,1,9,safe,1,0,1,9,NA,9,9,0,36.96429,0.75258,Prosocial,2,2,1,-0.5974658494,36.88151455,0.6202484567,66.61129133,1,24,International Relations,3,4,2,4,3,1,3,3,2,3,4,4,5,2,2,2,2,1,1,2,2.666666667,2.538461538,5,5,3,1,5,5,2,NA,NA,NA,NA
